Wall time,Step,Value
1768367332.631646,0,0.2960764765739441
1768367336.316814,1,0.313433438539505
1768367339.939702,2,0.33167797327041626
1768367343.689369,3,0.3342501223087311
1768367347.476286,4,0.2947137653827667
1768367351.244279,5,0.3254055678844452
1768367354.989629,6,0.32250019907951355
1768367358.688957,7,0.3282023072242737
1768367362.437546,8,0.32260286808013916
1768367366.15993,9,0.34932437539100647
1768367369.939657,10,0.3383234739303589
1768367373.656254,11,0.30342647433280945
1768367377.412758,12,0.33150866627693176
1768367381.184695,13,0.328127384185791
1768367384.965984,14,0.3066089153289795
1768367388.670872,15,0.3411291837692261
1768367392.434218,16,0.3528600037097931
1768367396.17455,17,0.3164699077606201
1768367399.931365,18,0.3148927092552185
1768367403.615712,19,0.31972962617874146
1768367407.337533,20,0.3484305143356323
1768367411.056855,21,0.268002450466156
1768367414.647178,22,0.28894612193107605
1768367418.325003,23,0.3267209231853485
1768367422.065308,24,0.294292688369751
1768367425.81008,25,0.29172831773757935
1768367429.456815,26,0.3060498833656311
1768367433.135484,27,0.32678911089897156
1768367436.890074,28,0.301806777715683
1768367440.594091,29,0.26908037066459656
1768367444.271895,30,0.27729445695877075
1768367447.943368,31,0.2735408842563629
1768367451.558921,32,0.2860721945762634
1768367455.248237,33,0.3103647232055664
1768367458.937216,34,0.26482531428337097
1768367462.696357,35,0.2827426791191101
1768367466.448767,36,0.2702251672744751
1768367470.158063,37,0.25464197993278503
1768367473.900949,38,0.24878346920013428
1768367477.626445,39,0.24821355938911438
1768367481.394186,40,0.2465561181306839
1768367485.129821,41,0.2363014966249466
1768367488.882151,42,0.22650721669197083
1768367492.640343,43,0.19135867059230804
1768367496.383693,44,0.19409526884555817
1768367500.125645,45,0.19820411503314972
1768367503.822661,46,0.16685405373573303
1768367507.482555,47,0.17399495840072632
1768367511.224576,48,0.16897867619991302
1768367514.961567,49,0.16585804522037506
1768367518.687092,50,0.15155036747455597
1768367522.397449,51,0.11681657284498215
1768367526.120357,52,0.11528658121824265
1768367529.869262,53,0.11971026659011841
1768367533.647583,54,0.10451342910528183
1768367537.285977,55,0.0990002378821373
1768367541.062072,56,0.08874870836734772
1768367544.721086,57,0.08360817283391953
1768367548.392063,58,0.07706430554389954
1768367552.07423,59,0.07305710762739182
1768367555.784246,60,0.06535810977220535
1768367559.479177,61,0.06416614353656769
1768367563.166583,62,0.06103632599115372
1768367566.900617,63,0.05858541280031204
1768367570.572044,64,0.05146992951631546
1768367574.165644,65,0.052678607404232025
1768367577.836134,66,0.051313914358615875
1768367581.582613,67,0.048421092331409454
1768367585.254609,68,0.045791834592819214
1768367588.939011,69,0.04426766186952591
1768367592.691189,70,0.04246479272842407
1768367596.394066,71,0.04238787293434143
1768367600.157494,72,0.04141071438789368
1768367603.908565,73,0.04040980339050293
1768367607.555201,74,0.03938426077365875
1768367611.238003,75,0.03907575458288193
1768367614.884512,76,0.03554319962859154
1768367618.567209,77,0.037383973598480225
1768367622.190319,78,0.03615281730890274
1768367625.901585,79,0.036868855357170105
1768367629.607405,80,0.03804612159729004
1768367633.295776,81,0.037501126527786255
1768367637.009642,82,0.03544655814766884
1768367640.674278,83,0.03607477992773056
1768367644.312458,84,0.03683321177959442
1768367647.996154,85,0.0365668423473835
1768367651.726029,86,0.034475550055503845
1768367655.465116,87,0.0353723019361496
1768367659.163372,88,0.03434650972485542
1768367662.920361,89,0.035771921277046204
1768367666.550259,90,0.035939645022153854
1768367670.222078,91,0.03545401990413666
1768367673.910124,92,0.03628934174776077
1768367677.600512,93,0.035154812037944794
1768367681.356167,94,0.036334387958049774
1768367685.043071,95,0.036707475781440735
1768367688.813277,96,0.03523983061313629
1768367692.515203,97,0.035903915762901306
1768367696.152871,98,0.03652547299861908
1768367699.818148,99,0.036252520978450775
1768367703.548565,100,0.035110220313072205
1768367707.220811,101,0.035557154566049576
1768367710.910255,102,0.03549480438232422
1768367714.657215,103,0.03684411942958832
1768367718.372258,104,0.03597939759492874
1768367722.031925,105,0.03577159345149994
1768367725.801323,106,0.03515958413481712
1768367729.524967,107,0.03594797104597092
1768367733.301001,108,0.03543062508106232
1768367736.970774,109,0.03698548674583435
1768367740.690601,110,0.03654196858406067
1768367744.420529,111,0.03650996834039688
1768367748.216129,112,0.036779068410396576
1768367751.960974,113,0.03537534177303314
1768367755.670633,114,0.03513430804014206
1768367759.359651,115,0.036740727722644806
1768367763.077141,116,0.03524690121412277
1768367766.74071,117,0.037134572863578796
1768367770.370439,118,0.03725143149495125
1768367774.028465,119,0.037512172013521194
1768367777.757969,120,0.0343354195356369
1768367781.461716,121,0.037112779915332794
1768367785.219392,122,0.03685983270406723
1768367788.991035,123,0.0364614836871624
1768367792.709774,124,0.03785780817270279
1768367796.386081,125,0.03759277984499931
1768367800.141512,126,0.03634277731180191
1768367803.783709,127,0.03678075224161148
1768367807.492635,128,0.03781909868121147
1768367811.209681,129,0.03723401576280594
1768367814.990119,130,0.03773018717765808
1768367818.680317,131,0.03816886246204376
1768367822.340591,132,0.03791297972202301
1768367826.060679,133,0.03787373751401901
1768367829.751488,134,0.03718128055334091
1768367833.476956,135,0.037371713668107986
1768367837.205284,136,0.03821796923875809
1768367840.995019,137,0.037938397377729416
1768367844.774256,138,0.03666939586400986
1768367848.392841,139,0.03714767470955849
1768367852.002183,140,0.036499910056591034
1768367855.724249,141,0.03615092858672142
1768367859.459228,142,0.03540502116084099
1768367863.139842,143,0.03538978844881058
